Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa,Material Quantity (gm),Refined Aggregator,Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Formulation Duration (hrs),Material Quantity (gm)^2,Material Quantity (gm) Refined Aggregator,Material Quantity (gm) Additive Catalyst (gm),Material Quantity (gm) Ash Component (gm),Material Quantity (gm) Water Mix (ml),Material Quantity (gm) Plasticizer (gm),Material Quantity (gm) Moderate Aggregator,Material Quantity (gm) Formulation Duration (hrs),Refined Aggregator^2,Refined Aggregator Additive Catalyst (gm),Refined Aggregator Ash Component (gm),Refined Aggregator Water Mix (ml),Refined Aggregator Plasticizer (gm),Refined Aggregator Moderate Aggregator,Refined Aggregator Formulation Duration (hrs),Additive Catalyst (gm)^2,Additive Catalyst (gm) Ash Component (gm),Additive Catalyst (gm) Water Mix (ml),Additive Catalyst (gm) Plasticizer (gm),Additive Catalyst (gm) Moderate Aggregator,Additive Catalyst (gm) Formulation Duration (hrs),Ash Component (gm)^2,Ash Component (gm) Water Mix (ml),Ash Component (gm) Plasticizer (gm),Ash Component (gm) Moderate Aggregator,Ash Component (gm) Formulation Duration (hrs),Water Mix (ml)^2,Water Mix (ml) Plasticizer (gm),Water Mix (ml) Moderate Aggregator,Water Mix (ml) Formulation Duration (hrs),Plasticizer (gm)^2,Plasticizer (gm) Moderate Aggregator,Plasticizer (gm) Formulation Duration (hrs),Moderate Aggregator^2,Moderate Aggregator Formulation Duration (hrs),Formulation Duration (hrs)^2
434.32,145.18,0.0,195.2,10.98,1088.21,673.85,43.25,66.08,434.32,673.85,145.18,0.0,195.2,10.98,1088.21,43.25,188633.86239999998,292666.532,63054.577600000004,0.0,84779.264,4768.8336,472631.36720000004,18784.34,454073.8225,97829.543,0.0,131535.52,7398.8730000000005,733290.3085,29144.0125,21077.2324,0.0,28339.136,1594.0764000000001,157986.3278,6279.035,0.0,0.0,0.0,0.0,0.0,38103.03999999999,2143.296,212418.592,8442.4,120.56040000000002,11948.545800000002,474.885,1184201.0041,47065.082500000004,1870.5625
468.48,198.43,136.5,277.62,19.6,1097.44,810.98,330.29,73.89,468.48,810.98,198.43,136.5,277.62,19.6,1097.44,330.29,219473.51040000003,379927.91040000005,92960.48640000001,63947.520000000004,130059.4176,9182.208,514128.69120000006,154734.25920000003,657688.5604000001,160922.76140000002,110698.77,225144.26760000002,15895.208000000002,890001.8912000001,267858.58420000004,39374.464900000006,27085.695,55088.136600000005,3889.2280000000005,217765.0192,65539.44470000001,18632.25,37895.13,2675.4,149800.56,45084.58500000001,77072.8644,5441.352000000001,304671.2928,91695.1098,384.1600000000001,21509.824000000004,6473.684000000001,1204374.5536000002,362473.4576,109091.48410000002
379.81,418.98,28.81,210.31,6.4,1173.57,703.43,153.86,70.84,379.81,703.43,418.98,28.81,210.31,6.4,1173.57,153.86,144255.6361,267169.7483,159132.7938,10942.3261,79877.8411,2430.784,445733.62169999996,58437.566600000006,494813.76489999995,294723.1014,20265.8183,147938.3633,4501.952,825524.3450999999,108229.7398,175544.2404,12070.8138,88115.6838,2681.472,491702.3586,64464.26280000001,830.0160999999999,6059.0311,184.38400000000001,33810.551699999996,4432.7066,44230.2961,1345.9840000000002,246813.5067,32358.2966,40.96000000000001,7510.848,984.7040000000002,1377266.5448999999,180565.48020000002,23672.899600000004
301.23,360.82,48.72,213.64,17.96,1018.29,731.87,198.44,56.56,301.23,731.87,360.82,48.72,213.64,17.96,1018.29,198.44,90739.51290000002,220461.20010000002,108689.8086,14675.9256,64354.7772,5410.090800000001,306739.4967,59776.0812,535633.6969,264073.3334,35656.7064,156356.70679999999,13144.3852,745255.9023,145232.2828,130191.07239999999,17579.1504,77085.5848,6480.327200000001,367419.3978,71601.1208,2373.6384,10408.540799999999,875.0112,49611.0888,9667.996799999999,45642.04959999999,3836.9744,217547.47559999998,42394.7216,322.56160000000006,18288.488400000002,3563.9824000000003,1036914.5240999999,202069.4676,39378.4336
292.23,368.63,61.31,190.64,31.32,897.69,660.17,313.35,78.96,292.23,660.17,368.63,61.31,190.64,31.32,897.69,313.35,85398.37290000002,192921.4791,107724.7449,17916.621300000003,55710.7272,9152.643600000001,262331.9487,91570.27050000001,435824.42889999994,243358.46709999998,40475.0227,125854.80879999998,20676.5244,592628.0073,206864.2695,135888.0769,22600.7053,70275.62319999999,11545.4916,330915.4647,115510.2105,3758.9161000000004,11688.1384,1920.2292,55037.373900000006,19211.488500000003,36343.609599999996,5970.8448,171135.62159999998,59737.044,980.9424,28115.650800000003,9814.122000000001,805847.3361000001,281291.16150000005,98188.22250000002
164.79,19.73,3.63,176.29,17.58,1123.61,980.8,216.48,61.15,164.79,980.8,19.73,3.63,176.29,17.58,1123.61,216.48,27155.744099999996,161626.03199999998,3251.3067,598.1877,29050.8291,2897.0081999999998,185159.69189999998,35673.739199999996,961968.6399999999,19351.184,3560.3039999999996,172905.232,17242.463999999996,1102036.6879999998,212323.58399999997,389.2729,71.6199,3478.2017,346.85339999999997,22168.825299999997,4271.1503999999995,13.1769,639.9327,63.81539999999999,4078.7042999999994,785.8223999999999,31078.164099999998,3099.1781999999994,198081.20689999996,38163.25919999999,309.05639999999994,19753.063799999996,3805.7183999999993,1262499.4320999999,243239.09279999995,46863.590399999994
324.32,227.3,180.24,271.0,27.45,887.63,635.91,258.4,72.65,324.32,635.91,227.3,180.24,271.0,27.45,887.63,258.4,105183.46239999999,206238.3312,73717.936,58455.4368,87890.72,8902.583999999999,287876.1616,83804.28799999999,404381.52809999994,144542.343,114616.4184,172331.61,17455.729499999998,564452.7933,164319.14399999997,51665.29000000001,40968.552,61598.3,6239.385,201758.299,58734.32,32486.4576,48845.04,4947.588,159986.43120000002,46574.015999999996,73441.0,7438.95,240547.73,70026.4,753.5024999999999,24365.443499999998,7093.079999999999,787887.0169,229363.59199999998,66770.55999999998
170.68,161.77,126.03,244.37,9.03,939.49,772.72,43.25,40.81,170.68,772.72,161.77,126.03,244.37,9.03,939.49,43.25,29131.6624,131887.84960000002,27610.9036,21510.8004,41709.0716,1541.2404,160352.1532,7381.91,597096.1984,125002.91440000001,97385.9016,188829.5864,6977.661599999999,725962.7128,33420.14,26169.532900000002,20387.8731,39531.7349,1460.7830999999999,151981.2973,6996.552500000001,15883.5609,30797.951100000002,1138.0509,118403.9247,5450.7975,59716.6969,2206.6611,229583.17130000002,10569.0025,81.5409,8483.5947,390.54749999999996,882641.4601,40632.9425,1870.5625
654.77,40.88,191.46,265.05,20.36,843.69,616.52,379.43,62.07,654.77,616.52,40.88,191.46,265.05,20.36,843.69,379.43,428723.75289999996,403678.80039999995,26766.997600000002,125362.2642,173546.7885,13331.117199999999,552422.9013,248439.3811,380096.9104,25203.337600000003,118038.9192,163408.626,12552.3472,520151.7588,233926.1836,1671.1744,7826.884800000001,10835.244,832.3168000000001,34490.0472,15511.0984,36656.9316,50746.473000000005,3898.1256,161532.8874,72645.66780000001,70251.5025,5396.418,223620.03450000004,100567.92150000001,414.52959999999996,17177.5284,7725.1948,711812.8161,320121.2967,143967.1249
484.34,20.98,192.76,203.74,25.38,991.79,649.23,43.25,62.33,484.34,649.23,20.98,192.76,203.74,25.38,991.79,43.25,234585.23559999999,314448.05819999997,10161.4532,93361.37839999999,98679.4316,12292.5492,480363.56859999994,20947.704999999998,421499.59290000005,13620.8454,125145.5748,132274.1202,16477.4574,643899.8217,28079.197500000002,440.16040000000004,4044.1048,4274.465200000001,532.4724,20807.7542,907.385,37156.41759999999,39272.9224,4892.248799999999,191177.4404,8336.869999999999,41509.9876,5170.9212,202067.2946,8811.755000000001,644.1443999999999,25171.6302,1097.685,983647.4040999999,42894.917499999996,1870.5625
306.71,0.0,144.33,229.97,7.08,1054.77,777.13,29.25,33.52,306.71,777.13,0.0,144.33,229.97,7.08,1054.77,29.25,94071.02409999998,238353.54229999997,0.0,44267.4543,70534.09869999999,2171.5067999999997,323508.50669999997,8971.2675,603931.0369,0.0,112163.1729,178716.5861,5502.0804,819693.4101,22731.0525,0.0,0.0,0.0,0.0,0.0,0.0,20831.148900000004,33191.570100000004,1021.8564000000001,152234.9541,4221.6525,52886.200899999996,1628.1876,242565.4569,6726.6225,50.126400000000004,7467.7716,207.09,1112539.7529,30852.0225,855.5625
161.3,215.99,240.05,218.42,33.11,879.28,796.21,258.71,72.6,161.3,796.21,215.99,240.05,218.42,33.11,879.28,258.71,26017.690000000002,128428.67300000001,34839.187000000005,38720.065,35231.146,5340.643,141827.864,41729.923,633950.3641,171973.3979,191130.21050000002,173908.1882,26362.5131,700091.5288,205987.4891,46651.680100000005,51848.39950000001,47176.5358,7151.4289,189915.68720000001,55878.772899999996,57624.0025,52431.721,7948.0555,211071.164,62103.3355,47707.29639999999,7231.886199999999,192052.33759999997,56507.43819999999,1096.2721,29112.960799999997,8565.888099999998,773133.3184,227478.52879999997,66930.86409999999
504.7,228.4,173.93,257.41,6.89,1006.38,659.55,75.32,71.98,504.7,659.55,228.4,173.93,257.41,6.89,1006.38,75.32,254722.09,332874.88499999995,115273.48,87782.471,129914.827,3477.383,507919.986,38014.00399999999,435006.20249999996,150641.22,114715.5315,169774.7655,4544.299499999999,663757.929,49677.30599999999,52166.560000000005,39725.612,58792.44400000001,1573.676,229857.192,17203.088,30251.644900000003,44771.3213,1198.3777,175039.6734,13100.407599999999,66259.90810000002,1773.5549,259052.27580000003,19388.1212,47.4721,6933.9582,518.9548,1012800.7044,75800.5416,5673.102399999999
359.59,203.25,20.66,250.36,12.65,1109.16,639.85,320.74,51.77,359.59,639.85,203.25,20.66,250.36,12.65,1109.16,320.74,129304.96809999998,230083.6615,73086.6675,7429.1294,90026.9524,4548.8135,398842.8444,115334.8966,409408.0225,130049.51250000001,13219.301000000001,160192.84600000002,8094.102500000001,709696.0260000001,205225.489,41310.5625,4199.145,50885.670000000006,2571.1125,225436.77000000002,65190.405,426.8356,5172.4376,261.349,22915.245600000002,6626.4884,62680.12960000001,3167.054,277689.29760000005,80300.4664,160.0225,14030.874000000002,4057.3610000000003,1230235.9056000002,355751.9784,102874.14760000001
287.92,0.0,0.0,236.68,0.0,992.82,907.69,43.25,20.63,287.92,907.69,0.0,0.0,236.68,0.0,992.82,43.25,82897.92640000001,261342.10480000003,0.0,0.0,68144.90560000001,0.0,285852.7344,12452.54,823901.1361000001,0.0,0.0,214832.06920000003,0.0,901172.7858000001,39257.5925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56017.4224,0.0,234980.63760000002,10236.41,0.0,0.0,0.0,985691.5524,42939.465000000004,1870.5625
201.3,156.77,161.16,213.62,9.88,1031.59,765.74,43.25,51.96,201.3,765.74,156.77,161.16,213.62,9.88,1031.59,43.25,40521.69,154143.462,31557.801000000003,32441.508,43001.706000000006,1988.8440000000003,207659.06699999998,8706.225,586357.7476,120045.0598,123406.6584,163577.3788,7565.511200000001,789929.7265999999,33118.255,24576.832900000005,25265.053200000002,33489.2074,1548.8876000000002,161722.3643,6780.302500000001,25972.545599999998,34426.9992,1592.2608,166251.04439999998,6970.17,45633.504400000005,2110.5656000000004,220368.25579999998,9239.065,97.61440000000002,10192.1092,427.31000000000006,1064177.9281,44616.267499999994,1870.5625
249.7,149.44,29.36,247.91,7.62,1010.77,907.02,375.56,61.31,249.7,907.02,149.44,29.36,247.91,7.62,1010.77,375.56,62350.09,226482.89399999997,37315.168,7331.191999999999,61903.12699999999,1902.714,252389.26899999997,93777.332,822685.2803999999,135545.0688,26630.1072,224859.3282,6911.4924,916788.6054,340640.4312,22332.313599999998,4387.5584,37047.670399999995,1138.7328,151049.4688,56123.6864,862.0096,7278.6376,223.7232,29676.207199999997,11026.4416,61459.3681,1889.0742,250579.9907,93105.0796,58.0644,7702.0674,2861.7672000000002,1021655.9929,379604.78119999997,141045.3136
227.54,24.0,196.52,155.07,30.35,1066.31,919.22,175.64,43.53,227.54,919.22,24.0,196.52,155.07,30.35,1066.31,175.64,51774.45159999999,209159.3188,5460.96,44716.1608,35284.627799999995,6905.839,242628.1774,39965.12559999999,844965.4084000001,22061.28,180645.11440000002,142543.4454,27898.327,980173.4782,161451.8008,576.0,4716.4800000000005,3721.68,728.4000000000001,25591.44,4215.36,38620.110400000005,30474.3564,5964.3820000000005,209551.2412,34516.7728,24046.704899999997,4706.3745,165352.6917,27236.494799999997,921.1225000000001,32362.5085,5330.674,1137017.0161,187286.68839999998,30849.409599999995
372.15,143.02,227.79,237.42,6.63,973.69,649.2,29.46,29.23,372.15,649.2,143.02,227.79,237.42,6.63,973.69,29.46,138495.62249999997,241599.78,53224.893000000004,84772.04849999999,88355.85299999999,2467.3545,362358.7335,10963.538999999999,421460.6400000001,92848.58400000002,147881.268,154133.064,4304.196,632119.5480000001,19125.432,20454.720400000002,32578.5258,33955.8084,948.2226,139257.14380000002,4213.3692,51888.2841,54081.90179999999,1510.2477,221796.8451,6710.6934,56368.25639999999,1574.0946,231173.4798,6994.3931999999995,43.9569,6455.5647,195.31980000000001,948072.2161000001,28684.907400000004,867.8916
610.9,85.46,205.59,195.31,37.12,939.59,935.6,80.23,75.38,610.9,935.6,85.46,205.59,195.31,37.12,939.59,80.23,373198.81,571558.04,52207.513999999996,125594.931,119314.879,22676.607999999997,573995.531,49012.507,875347.36,79956.37599999999,192350.00400000002,182732.036,34729.472,879080.4040000001,75063.18800000001,7303.4115999999985,17569.7214,16691.1926,3172.2751999999996,80297.3614,6856.4558,42267.248100000004,40153.7829,7631.5008,193170.30810000002,16494.4857,38145.996100000004,7249.9072,183511.3229,15669.721300000001,1377.8944,34877.580799999996,2978.1376,882829.3681000001,75383.30570000001,6436.852900000001
544.37,269.09,179.27,175.7,10.49,916.04,731.65,274.29,70.62,544.37,731.65,269.09,179.27,175.7,10.49,916.04,274.29,296338.6969,398288.31049999996,146484.5233,97589.2099,95645.809,5710.4413,498664.6948,149315.24730000002,535311.7224999999,196879.69849999997,131162.8955,128550.90499999998,7675.0085,670220.666,200684.27850000001,72409.42809999999,48239.764299999995,47279.11299999999,2822.7540999999997,246497.20359999998,73808.6961,32137.732900000003,31497.739,1880.5423,164218.4908,49171.96830000001,30870.489999999994,1843.0929999999998,160948.22799999997,48192.753,110.04010000000001,9609.2596,2877.3021000000003,839129.2816,251260.6116,75235.0041
283.09,222.61,43.73,299.23,29.0,826.04,973.5,92.04,68.58,283.09,973.5,222.61,43.73,299.23,29.0,826.04,92.04,80139.94809999998,275588.115,63018.664899999996,12379.525699999998,84709.0207,8209.609999999999,233843.66359999997,26055.6036,947702.25,216710.83500000002,42571.155,291300.405,28231.5,804149.94,89600.94,49555.212100000004,9734.7353,66611.59030000001,6455.6900000000005,183884.76440000001,20489.024400000002,1912.3128999999997,13085.3279,1268.1699999999998,36122.729199999994,4024.9092,89538.59290000002,8677.67,247175.9492,27541.129200000003,841.0,23955.16,2669.1600000000003,682342.0815999999,76028.7216,8471.361600000002
461.52,295.53,98.45,296.73,26.98,1132.53,981.33,307.56,73.33,461.52,981.33,295.53,98.45,296.73,26.98,1132.53,307.56,213000.71039999998,452903.4216,136393.00559999997,45436.644,136946.8296,12451.8096,522685.24559999997,141945.0912,963008.5689000001,290012.4549,96611.9385,291190.05090000003,26476.2834,1111385.6649,301817.85480000003,87337.98089999998,29094.928499999998,87692.6169,7973.399399999999,334696.59089999995,90893.20679999999,9692.4025,29213.0685,2656.181,111497.5785,30279.282000000003,88048.69290000001,8005.7754,336055.62690000003,91262.2788,727.9204,30555.6594,8297.9688,1282624.2009,348320.9268,94593.1536
315.88,328.44,111.01,227.12,30.63,1064.88,633.08,347.14,52.96,315.88,633.08,328.44,111.01,227.12,30.63,1064.88,347.14,99780.1744,199977.31040000002,103747.6272,35065.8388,71742.66560000001,9675.4044,336374.2944,109654.5832,400790.28640000004,207928.79520000002,70278.2108,143785.12960000001,19391.240400000002,674154.2304000001,219767.3912,107872.8336,36460.1244,74595.2928,10060.117199999999,349749.18720000004,114014.66159999999,12323.2201,25212.591200000003,3400.2363,118212.32880000002,38536.0114,51583.4944,6956.6856,241855.54560000004,78842.4368,938.1968999999999,32617.274400000002,10632.8982,1133969.4144000001,369662.44320000004,120506.17959999999
408.2,368.52,172.82,177.22,31.89,1145.14,670.05,271.32,64.68,408.2,670.05,368.52,172.82,177.22,31.89,1145.14,271.32,166627.24,273514.41,150429.864,70545.124,72341.204,13017.498,467446.14800000004,110752.824,448967.00249999994,246926.82599999997,115798.04099999998,118746.26099999998,21367.8945,767301.057,181797.966,135806.99039999998,63687.626399999994,65309.1144,11752.102799999999,422006.9928,99986.8464,29866.752399999998,30627.160399999997,5511.2298,197903.09480000002,46889.522399999994,31406.9284,5651.5458,202941.71080000003,48083.3304,1016.9721000000001,36518.5146,8652.3948,1311345.6196000003,310699.3848,73614.54239999999
449.47,257.55,146.38,242.42,19.41,886.64,978.85,224.64,51.62,449.47,978.85,257.55,146.38,242.42,19.41,886.64,224.64,202023.2809,439963.70950000006,115760.99850000002,65793.4186,108960.5174,8724.2127,398518.0808,100968.9408,958147.3225,252102.8175,143284.063,237292.81699999998,18999.4785,867887.564,219888.864,66332.0025,37700.169,62435.271,4999.0455,228354.132,57856.032,21427.1044,35485.4396,2841.2358,129786.36319999999,32882.803199999995,58767.456399999995,4705.3722,214939.2688,54457.2288,376.7481,17209.6824,4360.2624,786130.4896,199174.80959999998,50463.12959999999
288.78,171.83,218.33,202.13,5.65,997.16,860.99,73.33,68.93,288.78,860.99,171.83,218.33,202.13,5.65,997.16,73.33,83393.88839999998,248636.6922,49621.0674,63049.3374,58371.10139999999,1631.607,287959.8648,21176.237399999998,741303.7801,147943.91170000003,187979.9467,174031.9087,4864.5935,858544.7884,63136.3967,29525.548900000005,37515.6439,34731.9979,970.8395000000002,171342.00280000002,12600.2939,47667.988900000004,44131.0429,1233.5645000000002,217709.94280000002,16010.1389,40856.5369,1142.0345,201555.9508,14822.1929,31.922500000000003,5633.954,414.3145,994328.0656,73121.74279999999,5377.2889
402.3,292.8,23.79,275.72,0.31,1080.65,798.86,224.64,52.76,402.3,798.86,292.8,23.79,275.72,0.31,1080.65,224.64,161845.29,321381.378,117793.44,9570.717,110922.15600000002,124.71300000000001,434745.49500000005,90372.67199999999,638177.2996,233906.208,19004.879399999998,220261.6792,247.6466,863288.0590000001,179455.9104,85731.84000000001,6965.712,80730.816,90.768,316414.32000000007,65774.592,565.9640999999999,6559.3788,7.374899999999999,25708.663500000002,5344.1856,76021.51840000002,85.4732,297956.818,61937.7408,0.0961,335.0015,69.63839999999999,1167804.4225,242757.21600000001,50463.12959999999
287.82,34.66,109.26,293.11,25.07,1015.33,736.02,147.92,44.82,287.82,736.02,34.66,109.26,293.11,25.07,1015.33,147.92,82840.35239999999,211841.2764,9975.841199999999,31447.213200000002,84362.92020000001,7215.6474,292232.2806,42574.33439999999,541725.4404,25510.453199999996,80417.54520000001,215734.8222,18452.0214,747303.1866,108872.07839999998,1201.3155999999997,3786.9516,10159.1926,868.9261999999999,35191.3378,5126.907199999999,11937.7476,32025.198600000003,2739.1482,110934.95580000001,16161.7392,85913.47210000001,7348.2677,297603.3763,43356.8312,628.5049,25454.3231,3708.3543999999997,1030895.0089000001,150187.61359999998,21880.326399999998
465.31,0.0,0.0,226.55,0.0,1132.92,804.41,43.25,25.19,465.31,804.41,0.0,0.0,226.55,0.0,1132.92,43.25,216513.3961,374300.0171,0.0,0.0,105415.9805,0.0,527159.0052,20124.6575,647075.4480999999,0.0,0.0,182239.08550000002,0.0,911332.1772,34790.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51324.902500000004,0.0,256663.02600000004,9798.2875,0.0,0.0,0.0,1283507.7264000003,48998.79,1870.5625
638.25,294.19,126.45,156.05,21.57,923.68,641.95,42.19,64.4,638.25,641.95,294.19,126.45,156.05,21.57,923.68,42.19,407363.0625,409724.5875,187766.7675,80706.71250000001,99598.9125,13767.0525,589538.76,26927.767499999998,412099.80250000005,188855.2705,81174.57750000001,100176.29750000002,13846.8615,592956.376,27083.8705,86547.7561,37200.3255,45908.349500000004,6345.6783,271737.4192,12411.8761,15989.6025,19732.522500000003,2727.5265,116799.336,5334.9255,24351.602500000005,3365.9985,144140.264,6583.7495,465.2649,19923.777599999998,910.0382999999999,853184.7423999999,38970.059199999996,1779.9960999999998
393.16,45.11,128.89,172.95,23.99,1100.97,783.67,110.98,59.45,393.16,783.67,45.11,128.89,172.95,23.99,1100.97,110.98,154574.78560000003,308107.6972,17735.4476,50674.3924,67997.022,9431.9084,432857.36520000006,43632.8968,614138.6688999999,35351.3537,101007.22629999998,135535.7265,18800.2433,862797.1599,86971.6966,2034.9121,5814.227899999999,7801.7744999999995,1082.1888999999999,49664.7567,5006.3078000000005,16612.632099999995,22291.525499999996,3092.0710999999997,141904.0233,14304.212199999998,29911.702499999996,4149.0705,190412.7615,19193.990999999998,575.5201,26412.2703,2662.4102,1212134.9409,122185.65060000001,12316.5604
